Text,Cluster,Size,Score,Rank
spot on with your commentary these people are frauds and grifters for the communist left its fun to watch these people eat there own ibet in ten years shes a millionare and loving every minute of it useful idiots the lot of them,Years,11,5.14,5
spot on with your commentary these people are frauds and grifters for the communist left its fun to watch these people eat there own ibet in ten years shes a millionare and loving every minute of it useful idiots the lot of them,Love,13,0.87,6
"A couple of months ago, a female anchor of 22 years in Phoenix, decided she couldn't take it anymore. She cited blatant lying and fear-mongering, on the part of the media elites, as her reason for leaving. Most in the media are not this brave. I wish they were.",Female,12,43.31,1
"A couple of months ago, a female anchor of 22 years in Phoenix, decided she couldn't take it anymore. She cited blatant lying and fear-mongering, on the part of the media elites, as her reason for leaving. Most in the media are not this brave. I wish they were.",Reason,11,38.44,2
"A couple of months ago, a female anchor of 22 years in Phoenix, decided she couldn't take it anymore. She cited blatant lying and fear-mongering, on the part of the media elites, as her reason for leaving. Most in the media are not this brave. I wish they were.",Leave,4,37.85,3
"A couple of months ago, a female anchor of 22 years in Phoenix, decided she couldn't take it anymore. She cited blatant lying and fear-mongering, on the part of the media elites, as her reason for leaving. Most in the media are not this brave. I wish they were.",Media,5,31.05,4
"A couple of months ago, a female anchor of 22 years in Phoenix, decided she couldn't take it anymore. She cited blatant lying and fear-mongering, on the part of the media elites, as her reason for leaving. Most in the media are not this brave. I wish they were.",Years,11,5.14,5
CNN Is A Full Stank Septic Tank .,CNN,12,85.37,1
"""Ur damn right baby"" lmfao",Damn,5,58.15,1
Don't watch it.,Watch,11,65.61,1
"only Tucker can do this, this well",Tucker,9,61.38,1
Tucker Carlson is hilarious! 🤣 Communist News Network is run by men because everything is run by men.,Tucker,9,61.38,1
Tucker Carlson is hilarious! 🤣 Communist News Network is run by men because everything is run by men.,Run,10,22.69,2
OK - is it a SIGN OF THE TIMES THAT I AM LAUGHING WAAAAAAY TOO MUCH AT THIS? Well it is either LAUGH or Cry these days and I would rather LAUGH when I get the chance. I have not listened to CNN for years..,CNN,12,85.37,1
OK - is it a SIGN OF THE TIMES THAT I AM LAUGHING WAAAAAAY TOO MUCH AT THIS? Well it is either LAUGH or Cry these days and I would rather LAUGH when I get the chance. I have not listened to CNN for years..,Laugh,4,59.55,2
OK - is it a SIGN OF THE TIMES THAT I AM LAUGHING WAAAAAAY TOO MUCH AT THIS? Well it is either LAUGH or Cry these days and I would rather LAUGH when I get the chance. I have not listened to CNN for years..,Years,11,5.14,3
"😂🤣😂 Tucker my man, you lit them up 😂🤣😂",Tucker,9,61.38,1
omg this was great,Other Topics,34,0,1
I hate CNN.,CNN,12,85.37,1
I hate CNN.,Hate,5,62.57,2
Tucker For President,Tucker,9,61.38,1
"Jussie Smollett, Don Lemon and Bubba Wallace all work for China News Network..",Don,6,67.69,1
"Two comments. First of all, Brooke Baldwin is a man-hating Marxist propagandist. Because she is not a journalist, she is entirely incompetent to fill the role of a journalist. Second comment. The posit on Zucker isn't that far off. I mean just really, I imagine that all leftist male filth are not only beta male submissives but actually look themselves in the mirror every morning and ask the question is this the day I ""transition"" to a female.",Question,4,60.22,1
"Two comments. First of all, Brooke Baldwin is a man-hating Marxist propagandist. Because she is not a journalist, she is entirely incompetent to fill the role of a journalist. Second comment. The posit on Zucker isn't that far off. I mean just really, I imagine that all leftist male filth are not only beta male submissives but actually look themselves in the mirror every morning and ask the question is this the day I ""transition"" to a female.",Female,12,43.31,2
"Two comments. First of all, Brooke Baldwin is a man-hating Marxist propagandist. Because she is not a journalist, she is entirely incompetent to fill the role of a journalist. Second comment. The posit on Zucker isn't that far off. I mean just really, I imagine that all leftist male filth are not only beta male submissives but actually look themselves in the mirror every morning and ask the question is this the day I ""transition"" to a female.",Transition,4,39.34,3
"Two comments. First of all, Brooke Baldwin is a man-hating Marxist propagandist. Because she is not a journalist, she is entirely incompetent to fill the role of a journalist. Second comment. The posit on Zucker isn't that far off. I mean just really, I imagine that all leftist male filth are not only beta male submissives but actually look themselves in the mirror every morning and ask the question is this the day I ""transition"" to a female.",Comments,3,37.68,4
"Two comments. First of all, Brooke Baldwin is a man-hating Marxist propagandist. Because she is not a journalist, she is entirely incompetent to fill the role of a journalist. Second comment. The posit on Zucker isn't that far off. I mean just really, I imagine that all leftist male filth are not only beta male submissives but actually look themselves in the mirror every morning and ask the question is this the day I ""transition"" to a female.",Mean,5,1.57,5
"Two comments. First of all, Brooke Baldwin is a man-hating Marxist propagandist. Because she is not a journalist, she is entirely incompetent to fill the role of a journalist. Second comment. The posit on Zucker isn't that far off. I mean just really, I imagine that all leftist male filth are not only beta male submissives but actually look themselves in the mirror every morning and ask the question is this the day I ""transition"" to a female.",Ask,4,0.11,6
"Weird!! Most of the so called men on CCPCNN are homosexuals, and Mr. Potato-head is a closet homosexual.",Homosexuals,2,60.37,1
Brooke Baldwin's new book coming soon and she gets 4mil up front lol just a prediction.,Lol,8,60.46,1
Brooke Baldwin's new book coming soon and she gets 4mil up front lol just a prediction.,Coming,10,29.79,2
"""MY MOTHER IS A MAN.""
""MY CAT IS A MAN.""

Doctors say her physical ailment is Advanced Special Snowflake Disorder with complications due to Participation Trophy Syndrome.",Physical,8,57.4,1
"So what? Get over it. At least you have a job and your protected by a bunch of corrupt people. Get lost, we don't want to hear your problems. The real problems is the stolen election and what's happening at the border.",Real Problems,2,185.13,1
"So what? Get over it. At least you have a job and your protected by a bunch of corrupt people. Get lost, we don't want to hear your problems. The real problems is the stolen election and what's happening at the border.",People,21,96.95,2
"So what? Get over it. At least you have a job and your protected by a bunch of corrupt people. Get lost, we don't want to hear your problems. The real problems is the stolen election and what's happening at the border.",Job,9,63.3,3
"So what? Get over it. At least you have a job and your protected by a bunch of corrupt people. Get lost, we don't want to hear your problems. The real problems is the stolen election and what's happening at the border.",Hear,7,62.7,4
"So what? Get over it. At least you have a job and your protected by a bunch of corrupt people. Get lost, we don't want to hear your problems. The real problems is the stolen election and what's happening at the border.",Lost,6,55.9,5
"So what? Get over it. At least you have a job and your protected by a bunch of corrupt people. Get lost, we don't want to hear your problems. The real problems is the stolen election and what's happening at the border.",Protects,8,55.14,6
"Hope she reveals incriminating information about the activities at CNN!

",CNN,12,85.37,1
"Off topic, but why does Fox News seem afraid to discuss the election fraud?",Other Topics,34,0,1
Sorry but there is not one influential man at CNN they are all disgusting phony people.,People,21,96.95,1
Sorry but there is not one influential man at CNN they are all disgusting phony people.,CNN,12,85.37,2
Spot on!,Other Topics,34,0,1
bwahahah!!!,Other Topics,34,0,1
I’d watch cnn if zucker transitions 😹,CNN,12,85.37,1
I’d watch cnn if zucker transitions 😹,Watch,11,65.61,2
I’d watch cnn if zucker transitions 😹,Transition,4,39.34,3
"I am deceased!!🤣🤣🤣 Love the Tuckster!!
Ticket For President!! 💯👆😻",Love,13,0.87,1
"It's not the ""men"" t CNN'S fault because they're not men 🤣😂🤣",CNN,12,85.37,1
Freddo is about as masculine as Freddo. Lemon and Anderson? Masculine? More like fairies.,Masculine,5,55.25,1
"""As we say in the female community"" - I laughed so hard at that, I had to pause it! I don't think anyone of us on here is shocked that cnn is a sausage fest.

",CNN,12,85.37,1
"""As we say in the female community"" - I laughed so hard at that, I had to pause it! I don't think anyone of us on here is shocked that cnn is a sausage fest.

",Laugh,4,59.55,2
"""As we say in the female community"" - I laughed so hard at that, I had to pause it! I don't think anyone of us on here is shocked that cnn is a sausage fest.

",Shocking,4,48.33,3
"""As we say in the female community"" - I laughed so hard at that, I had to pause it! I don't think anyone of us on here is shocked that cnn is a sausage fest.

",Female,12,43.31,4
Nothing like when the Left get their own medicine handed back to them.,Left,11,69.21,1
Lemon and Cooper are Men?Could have fooled me.,Other Topics,34,0,1
as well you should be. mmmhmmmm.,Other Topics,34,0,1
Best suggestion I have heard EVER!,Heard,5,66.71,1
Just assuming the gender of those around you is racist. I'll bet a few of them identify as fish. 🐡,Other Topics,34,0,1
"Lol. Nothing new, nothing shocking. Lol! Jeff transitioning? Lol !",Lol,8,60.46,1
"Lol. Nothing new, nothing shocking. Lol! Jeff transitioning? Lol !",Shocking,4,48.33,2
"Lol. Nothing new, nothing shocking. Lol! Jeff transitioning? Lol !",Transition,4,39.34,3
Cry me a river propaganda wh*re,Other Topics,34,0,1
"I think a lot of commentors have missed the point. CNN lectures against sexism, but apparently practices it. If all of those men are really these best people for those jobs, fine, but is it not a little suspicious that all of those positions are filled by men given their company's alleged views?",People,21,96.95,1
"I think a lot of commentors have missed the point. CNN lectures against sexism, but apparently practices it. If all of those men are really these best people for those jobs, fine, but is it not a little suspicious that all of those positions are filled by men given their company's alleged views?",CNN,12,85.37,2
"I think a lot of commentors have missed the point. CNN lectures against sexism, but apparently practices it. If all of those men are really these best people for those jobs, fine, but is it not a little suspicious that all of those positions are filled by men given their company's alleged views?",Job,9,63.3,3
"I think a lot of commentors have missed the point. CNN lectures against sexism, but apparently practices it. If all of those men are really these best people for those jobs, fine, but is it not a little suspicious that all of those positions are filled by men given their company's alleged views?",Views,4,51.96,4
"I think a lot of commentors have missed the point. CNN lectures against sexism, but apparently practices it. If all of those men are really these best people for those jobs, fine, but is it not a little suspicious that all of those positions are filled by men given their company's alleged views?",Lot,9,33.74,5
Get it Tuck!,Other Topics,34,0,1
Tucker is a HOOT !!!,Tucker,9,61.38,1
Love watching Tucker.He makes me laugh 😅,Watch,11,65.61,1
Love watching Tucker.He makes me laugh 😅,Laugh,4,59.55,2
Love watching Tucker.He makes me laugh 😅,Love,13,0.87,3
😂 hilarious 🤣,Other Topics,34,0,1
i love Tucker..this is great,Love Tucker,2,216.69,1
i love Tucker..this is great,Tucker,9,61.38,2
i love Tucker..this is great,Love,13,0.87,3
"That's absolutely hilarious. Thanks for the laugh, Tucker.",Tucker,9,61.38,1
"That's absolutely hilarious. Thanks for the laugh, Tucker.",Laugh,4,59.55,2
"Seems like a classic case of ""Do as I say not as I do""",Case,4,49.86,1
The fat 1 said she can take care of herself 🤭 😂😂😂😂,Fat,16,0.9,1
It’s always the ugly girls 🤣,Girl,17,2.14,1
Some of these people are stupid as hell 😭😂especially the girls,People,21,96.95,1
Some of these people are stupid as hell 😭😂especially the girls,Stupid,5,40.99,2
Some of these people are stupid as hell 😭😂especially the girls,Girl,17,2.14,3
"What a bunch of dorks, they can't even express a single decent opinion.",Other Topics,34,0,1
Looks like woke Brits are as clueless as woke Americans.,Woke,3,56.87,1
She did great finding all these rejects and exposing their views to the world 🔥,Views,4,51.96,1
"This is shocking.. everyone just sheep.. I like him, he speaks facts",Shocking,4,48.33,1
How can humans be this brain dead?? The interviewer literally destroyed them and proved them wrong,Wrong,4,43.69,1
How can humans be this brain dead?? The interviewer literally destroyed them and proved them wrong,Destroyed,4,17.17,2
"It's a trend, only beautiful women like Andrew Tate.",Andrew Tate,5,247.5,1
"It's a trend, only beautiful women like Andrew Tate.",Tate,11,71.71,2
"It's a trend, only beautiful women like Andrew Tate.",Beautiful,4,50.75,3
"It's a trend, only beautiful women like Andrew Tate.",Women,51,12.1,4
She’s amazing,Other Topics,34,0,1
These people's brains look like there about to explode.,People,21,96.95,1
Big fan of Layah. Probs to her for doing this.,Other Topics,34,0,1
everything andrew had said is true. and tbh it is very easy to lie to a woman. it is easy to get woman to believe in something that isn't true. they're submissive creatures and easier to get them the other side compared to a actual well thinking man.,Woman,22,97.35,1
everything andrew had said is true. and tbh it is very easy to lie to a woman. it is easy to get woman to believe in something that isn't true. they're submissive creatures and easier to get them the other side compared to a actual well thinking man.,TRUE,3,49.43,2
everything andrew had said is true. and tbh it is very easy to lie to a woman. it is easy to get woman to believe in something that isn't true. they're submissive creatures and easier to get them the other side compared to a actual well thinking man.,Believe,4,16.8,3
That girl is fit,Girl,17,2.14,1
Edits are 🔥,Other Topics,34,0,1
I started watching some of Andrew's stuff because my 18 yr old daughter was telling me what a misogynistic guy he was. i watched some of his videos in full because of this. I thought a lot of his view points were good. I love being married to a strong masculine man who protects our family. I like that Andrew is encouraging the masculine in young men again. we need our strong men to keep our countries strong. I don't listen to him a lot because I'm not his target market not interested in fast cars and hot chicks haha. he's doing a great job,Great Job,2,176.75,1
I started watching some of Andrew's stuff because my 18 yr old daughter was telling me what a misogynistic guy he was. i watched some of his videos in full because of this. I thought a lot of his view points were good. I love being married to a strong masculine man who protects our family. I like that Andrew is encouraging the masculine in young men again. we need our strong men to keep our countries strong. I don't listen to him a lot because I'm not his target market not interested in fast cars and hot chicks haha. he's doing a great job,Watch,11,65.61,2
I started watching some of Andrew's stuff because my 18 yr old daughter was telling me what a misogynistic guy he was. i watched some of his videos in full because of this. I thought a lot of his view points were good. I love being married to a strong masculine man who protects our family. I like that Andrew is encouraging the masculine in young men again. we need our strong men to keep our countries strong. I don't listen to him a lot because I'm not his target market not interested in fast cars and hot chicks haha. he's doing a great job,Job,9,63.3,3
I started watching some of Andrew's stuff because my 18 yr old daughter was telling me what a misogynistic guy he was. i watched some of his videos in full because of this. I thought a lot of his view points were good. I love being married to a strong masculine man who protects our family. I like that Andrew is encouraging the masculine in young men again. we need our strong men to keep our countries strong. I don't listen to him a lot because I'm not his target market not interested in fast cars and hot chicks haha. he's doing a great job,Daughter,4,56.14,4
I started watching some of Andrew's stuff because my 18 yr old daughter was telling me what a misogynistic guy he was. i watched some of his videos in full because of this. I thought a lot of his view points were good. I love being married to a strong masculine man who protects our family. I like that Andrew is encouraging the masculine in young men again. we need our strong men to keep our countries strong. I don't listen to him a lot because I'm not his target market not interested in fast cars and hot chicks haha. he's doing a great job,Masculine,5,55.25,5
I started watching some of Andrew's stuff because my 18 yr old daughter was telling me what a misogynistic guy he was. i watched some of his videos in full because of this. I thought a lot of his view points were good. I love being married to a strong masculine man who protects our family. I like that Andrew is encouraging the masculine in young men again. we need our strong men to keep our countries strong. I don't listen to him a lot because I'm not his target market not interested in fast cars and hot chicks haha. he's doing a great job,Protects,8,55.14,6
I started watching some of Andrew's stuff because my 18 yr old daughter was telling me what a misogynistic guy he was. i watched some of his videos in full because of this. I thought a lot of his view points were good. I love being married to a strong masculine man who protects our family. I like that Andrew is encouraging the masculine in young men again. we need our strong men to keep our countries strong. I don't listen to him a lot because I'm not his target market not interested in fast cars and hot chicks haha. he's doing a great job,Views,4,51.96,7
I started watching some of Andrew's stuff because my 18 yr old daughter was telling me what a misogynistic guy he was. i watched some of his videos in full because of this. I thought a lot of his view points were good. I love being married to a strong masculine man who protects our family. I like that Andrew is encouraging the masculine in young men again. we need our strong men to keep our countries strong. I don't listen to him a lot because I'm not his target market not interested in fast cars and hot chicks haha. he's doing a great job,Married,8,41.31,8
I started watching some of Andrew's stuff because my 18 yr old daughter was telling me what a misogynistic guy he was. i watched some of his videos in full because of this. I thought a lot of his view points were good. I love being married to a strong masculine man who protects our family. I like that Andrew is encouraging the masculine in young men again. we need our strong men to keep our countries strong. I don't listen to him a lot because I'm not his target market not interested in fast cars and hot chicks haha. he's doing a great job,Lot,9,33.74,9
I started watching some of Andrew's stuff because my 18 yr old daughter was telling me what a misogynistic guy he was. i watched some of his videos in full because of this. I thought a lot of his view points were good. I love being married to a strong masculine man who protects our family. I like that Andrew is encouraging the masculine in young men again. we need our strong men to keep our countries strong. I don't listen to him a lot because I'm not his target market not interested in fast cars and hot chicks haha. he's doing a great job,Love,13,0.87,10
How is that fat whale running away from a knife???????????,Run,10,22.69,1
How is that fat whale running away from a knife???????????,Fat,16,0.9,2
always the 10s defending tate,Tate,11,71.71,1
"That chick was saying run as fast as you can, she hasn't ran in 15 years 😂.

Tate brothers🫡, mad love and appreciation.",Run as Fast,3,233.29,1
"That chick was saying run as fast as you can, she hasn't ran in 15 years 😂.

Tate brothers🫡, mad love and appreciation.",Tate,11,71.71,2
"That chick was saying run as fast as you can, she hasn't ran in 15 years 😂.

Tate brothers🫡, mad love and appreciation.",Run,10,22.69,3
"That chick was saying run as fast as you can, she hasn't ran in 15 years 😂.

Tate brothers🫡, mad love and appreciation.",Years,11,5.14,4
"That chick was saying run as fast as you can, she hasn't ran in 15 years 😂.

Tate brothers🫡, mad love and appreciation.",Love,13,0.87,5
"The 350 lbs girl says no man will own her, what man even wants to talk to you in the first place?",Talking,6,65.01,1
"The 350 lbs girl says no man will own her, what man even wants to talk to you in the first place?",Girl,17,2.14,2
fat people talking about taking care of themselves is so funny,People,21,96.95,1
fat people talking about taking care of themselves is so funny,Talking,6,65.01,2
fat people talking about taking care of themselves is so funny,Fat,16,0.9,3
No one wants the first hippo on the left… big bitch,Left,11,69.21,1
No one wants the first hippo on the left… big bitch,Bitch,4,47.85,2
"I hope rumble takes over youtube, it’s already better",Better,6,70.37,1
"Forgive me god for saying this: ""Of course she doesn't like Andrew Tate.. she's fat af...""",Andrew Tate,5,247.5,1
"Forgive me god for saying this: ""Of course she doesn't like Andrew Tate.. she's fat af...""",Tate,11,71.71,2
"Forgive me god for saying this: ""Of course she doesn't like Andrew Tate.. she's fat af...""",Fat,16,0.9,3
All these ugly ass women don’t like Tate. Figures.,Tate,11,71.71,1
All these ugly ass women don’t like Tate. Figures.,Don,6,67.69,2
All these ugly ass women don’t like Tate. Figures.,Women,51,12.1,3
“I can take care of myself thank you very much” Except for your body you fat bitch,Fat Bitch,2,273.86,1
“I can take care of myself thank you very much” Except for your body you fat bitch,Bitch,4,47.85,2
“I can take care of myself thank you very much” Except for your body you fat bitch,Fat,16,0.9,3
That fat thing at the start will never find anyone of any kind of respect,Fat,16,0.9,1
I mean just look at that fat 300lb silverback gorilla feminist 😂 clearly can’t take care of herself,Feminist,4,62.6,1
I mean just look at that fat 300lb silverback gorilla feminist 😂 clearly can’t take care of herself,Mean,5,1.57,2
I mean just look at that fat 300lb silverback gorilla feminist 😂 clearly can’t take care of herself,Fat,16,0.9,3
"That don't like him because that is what they were told to do. Just like the Germans disliked Jews in the 30s, they were told Jews were bad so that is what they thought.",Told,3,51.32,1
"Bruh that fat bitch is so angry, she's probably hungry for some Kfc",Fat Bitch,2,273.86,1
"Bruh that fat bitch is so angry, she's probably hungry for some Kfc",Bitch,4,47.85,2
"Bruh that fat bitch is so angry, she's probably hungry for some Kfc",Fat,16,0.9,3
"The fatty who ""can take care of herself"" is what's wrong with society... She needs to take care a gym membership 😂",Wrong,4,43.69,1
I'm gay and the gay people in these videos are fags,People,21,96.95,1
I'm gay and the gay people in these videos are fags,Gay,3,51.31,2
Interesting twist with a woman asking the questions 🙃,Woman,22,97.35,1
Interesting twist with a woman asking the questions 🙃,Question,4,60.22,2
Interesting twist with a woman asking the questions 🙃,Ask,4,0.11,3
I used to be a dumb ass like those girls and then I realized how my mom was treated. Never worked and took care of the house. Satisfied my dad. I don’t know where I got these ideas of feminism but I guess it was my generation. I started listening to Andrew Tate and my relationship improve. I stay home cook clean service my man and he provides and protects. What a big lie feminism is. I’m more than happy￼ and so is my man. Our relationship has never been better and I will show my future son Andrew Tate,Andrew Tate,5,247.5,1
I used to be a dumb ass like those girls and then I realized how my mom was treated. Never worked and took care of the house. Satisfied my dad. I don’t know where I got these ideas of feminism but I guess it was my generation. I started listening to Andrew Tate and my relationship improve. I stay home cook clean service my man and he provides and protects. What a big lie feminism is. I’m more than happy￼ and so is my man. Our relationship has never been better and I will show my future son Andrew Tate,Know,11,72.67,2
I used to be a dumb ass like those girls and then I realized how my mom was treated. Never worked and took care of the house. Satisfied my dad. I don’t know where I got these ideas of feminism but I guess it was my generation. I started listening to Andrew Tate and my relationship improve. I stay home cook clean service my man and he provides and protects. What a big lie feminism is. I’m more than happy￼ and so is my man. Our relationship has never been better and I will show my future son Andrew Tate,Tate,11,71.71,3
I used to be a dumb ass like those girls and then I realized how my mom was treated. Never worked and took care of the house. Satisfied my dad. I don’t know where I got these ideas of feminism but I guess it was my generation. I started listening to Andrew Tate and my relationship improve. I stay home cook clean service my man and he provides and protects. What a big lie feminism is. I’m more than happy￼ and so is my man. Our relationship has never been better and I will show my future son Andrew Tate,Better,6,70.37,4
I used to be a dumb ass like those girls and then I realized how my mom was treated. Never worked and took care of the house. Satisfied my dad. I don’t know where I got these ideas of feminism but I guess it was my generation. I started listening to Andrew Tate and my relationship improve. I stay home cook clean service my man and he provides and protects. What a big lie feminism is. I’m more than happy￼ and so is my man. Our relationship has never been better and I will show my future son Andrew Tate,Don,6,67.69,5
I used to be a dumb ass like those girls and then I realized how my mom was treated. Never worked and took care of the house. Satisfied my dad. I don’t know where I got these ideas of feminism but I guess it was my generation. I started listening to Andrew Tate and my relationship improve. I stay home cook clean service my man and he provides and protects. What a big lie feminism is. I’m more than happy￼ and so is my man. Our relationship has never been better and I will show my future son Andrew Tate,Protects,8,55.14,6
I used to be a dumb ass like those girls and then I realized how my mom was treated. Never worked and took care of the house. Satisfied my dad. I don’t know where I got these ideas of feminism but I guess it was my generation. I started listening to Andrew Tate and my relationship improve. I stay home cook clean service my man and he provides and protects. What a big lie feminism is. I’m more than happy￼ and so is my man. Our relationship has never been better and I will show my future son Andrew Tate,Dumb,5,51.04,7
I used to be a dumb ass like those girls and then I realized how my mom was treated. Never worked and took care of the house. Satisfied my dad. I don’t know where I got these ideas of feminism but I guess it was my generation. I started listening to Andrew Tate and my relationship improve. I stay home cook clean service my man and he provides and protects. What a big lie feminism is. I’m more than happy￼ and so is my man. Our relationship has never been better and I will show my future son Andrew Tate,Feminism,2,37.78,8
I used to be a dumb ass like those girls and then I realized how my mom was treated. Never worked and took care of the house. Satisfied my dad. I don’t know where I got these ideas of feminism but I guess it was my generation. I started listening to Andrew Tate and my relationship improve. I stay home cook clean service my man and he provides and protects. What a big lie feminism is. I’m more than happy￼ and so is my man. Our relationship has never been better and I will show my future son Andrew Tate,Girl,17,2.14,9
Have you noticed it’s all the weird fat looking ones that hate Tate. 🤣🤣🤣🤣🤣,Tate,11,71.71,1
Have you noticed it’s all the weird fat looking ones that hate Tate. 🤣🤣🤣🤣🤣,Hate,5,62.57,2
Have you noticed it’s all the weird fat looking ones that hate Tate. 🤣🤣🤣🤣🤣,Fat,16,0.9,3
"This obese lady said if someone pull's a knife on her, she's going to run.. Good luck with that",Lady,4,50.07,1
"This obese lady said if someone pull's a knife on her, she's going to run.. Good luck with that",Run,10,22.69,2
Did the fat girl say she could run 💀,Fat Girl,4,34.87,1
Did the fat girl say she could run 💀,Run,10,22.69,2
Did the fat girl say she could run 💀,Girl,17,2.14,3
Did the fat girl say she could run 💀,Fat,16,0.9,4
Twitter people,People,21,96.95,1
"If they've got coloured hair, run.",Run,10,22.69,1
“I can take care of my self” - morbidly obese girl,Girl,17,2.14,1
I don’t think that fat girl cal take care of herself😂😂,Don t Think,2,182.95,1
I don’t think that fat girl cal take care of herself😂😂,Don,6,67.69,2
I don’t think that fat girl cal take care of herself😂😂,Fat Girl,4,34.87,3
I don’t think that fat girl cal take care of herself😂😂,Girl,17,2.14,4
I don’t think that fat girl cal take care of herself😂😂,Fat,16,0.9,5
"It's always the rainbow hair, fat pig, 5 inch eye lashes and soft boy trying so hard to be sjw hahahaa, you can tell just by their looks. they have the same patent.",Trying,6,50.62,1
"It's always the rainbow hair, fat pig, 5 inch eye lashes and soft boy trying so hard to be sjw hahahaa, you can tell just by their looks. they have the same patent.",Boys,7,36.9,2
"It's always the rainbow hair, fat pig, 5 inch eye lashes and soft boy trying so hard to be sjw hahahaa, you can tell just by their looks. they have the same patent.",Fat,16,0.9,3
"fat chick, Oh let me google my reasons for why I hate the tate so I can confirm my bias via posted crap from The Guardian who does my thinking for me.",Tate,11,71.71,1
"fat chick, Oh let me google my reasons for why I hate the tate so I can confirm my bias via posted crap from The Guardian who does my thinking for me.",Hate,5,62.57,2
"fat chick, Oh let me google my reasons for why I hate the tate so I can confirm my bias via posted crap from The Guardian who does my thinking for me.",Reason,11,38.44,3
"fat chick, Oh let me google my reasons for why I hate the tate so I can confirm my bias via posted crap from The Guardian who does my thinking for me.",Fat,16,0.9,4
“I’m not anyone’s property.” Honey I don’t think anyone wants to own that property 🤣,Don t Think,2,182.95,1
“I’m not anyone’s property.” Honey I don’t think anyone wants to own that property 🤣,Don,6,67.69,2
"I am a woman, a wife and a mother of two boys and I am happy our boys listen to him. I follow him too.",Woman,22,97.35,1
"I am a woman, a wife and a mother of two boys and I am happy our boys listen to him. I follow him too.",Boys,7,36.9,2
fat girl sad she would run as fast as she can.,Run as Fast,3,233.29,1
fat girl sad she would run as fast as she can.,Fat Girl,4,34.87,2
fat girl sad she would run as fast as she can.,Run,10,22.69,3
fat girl sad she would run as fast as she can.,Girl,17,2.14,4
fat girl sad she would run as fast as she can.,Fat,16,0.9,5
"All I hear in my head is Sneako screaming “BOT!”
",Hear,7,62.7,1
Fat girl wanna run as fast as she can😆😆 good luvk with that😆😂🤪,Run as Fast,3,233.29,1
Fat girl wanna run as fast as she can😆😆 good luvk with that😆😂🤪,Fat Girl,4,34.87,2
Fat girl wanna run as fast as she can😆😆 good luvk with that😆😂🤪,Run,10,22.69,3
Fat girl wanna run as fast as she can😆😆 good luvk with that😆😂🤪,Girl,17,2.14,4
Fat girl wanna run as fast as she can😆😆 good luvk with that😆😂🤪,Fat,16,0.9,5
The fat woman is the world's biggest bullshitter 😂,Woman,22,97.35,1
The fat woman is the world's biggest bullshitter 😂,Fat,16,0.9,2
NPC's everywhere! I can feel my IQ dropping just watching them...damn,Watch,11,65.61,1
NPC's everywhere! I can feel my IQ dropping just watching them...damn,Damn,5,58.15,2
NPC's everywhere! I can feel my IQ dropping just watching them...damn,Feel,11,24.45,3
NPC's everywhere! I can feel my IQ dropping just watching them...damn,Drop,4,19.74,4
"If they don't strip naked, I don't care.",Naked,7,76.43,1
"Well at least the Italian govt isn't arresting their protest leaders and freezing all bank accounts associated with their fundraising efforts, like Canada did to their protesting truckers in Ottawa.",Other Topics,34,0,1
"I bet if Soros was taken out, most of this stupid nonsense would stop",Stupid,5,40.99,1
"I bet if Soros was taken out, most of this stupid nonsense would stop",Stop,3,5.03,2
"Just one of the many distractions from what is really happening in Europe. It's falling apart, attacked ruthlessly by the US and blamed on Russia. You just can't write this stuff.",Distraction,5,52.43,1
They take themselves seriously?,Serious,4,59.93,1
maybe instead of dressing like dolls/psuedo-nude they should dress like ladies,Lady,4,50.07,1
maybe instead of dressing like dolls/psuedo-nude they should dress like ladies,Dressing,2,44.52,2
This is one of many us/Israeli sponsored debauchery shit shows to foment unrest.,Shit,4,56.05,1
"""gender violence""? wtf are they talking about; to their credit they're not butt naked with 10 lbs. of body hair hanging off of em; the woke mind virus infecting western countries all over the world",Gender Violence,3,150.74,1
"""gender violence""? wtf are they talking about; to their credit they're not butt naked with 10 lbs. of body hair hanging off of em; the woke mind virus infecting western countries all over the world",Naked,7,76.43,2
"""gender violence""? wtf are they talking about; to their credit they're not butt naked with 10 lbs. of body hair hanging off of em; the woke mind virus infecting western countries all over the world",Talking,6,65.01,3
"""gender violence""? wtf are they talking about; to their credit they're not butt naked with 10 lbs. of body hair hanging off of em; the woke mind virus infecting western countries all over the world",Woke,3,56.87,4
Lol what is gender violence anyway. I suppose it's a good distraction from the real problems going on in Europe.,Real Problems,2,185.13,1
Lol what is gender violence anyway. I suppose it's a good distraction from the real problems going on in Europe.,Gender Violence,3,150.74,2
Lol what is gender violence anyway. I suppose it's a good distraction from the real problems going on in Europe.,Lol,8,60.46,3
Lol what is gender violence anyway. I suppose it's a good distraction from the real problems going on in Europe.,Distraction,5,52.43,4
bunch of crazys,Other Topics,34,0,1
The million dollar question is why are women attracted to the bad boys? Women need to be more honest with themselves.,Bad Boys,2,130.97,1
The million dollar question is why are women attracted to the bad boys? Women need to be more honest with themselves.,Question,4,60.22,2
The million dollar question is why are women attracted to the bad boys? Women need to be more honest with themselves.,Boys,7,36.9,3
The million dollar question is why are women attracted to the bad boys? Women need to be more honest with themselves.,Women,51,12.1,4
Those are some fine daughters they've been raising in Europe. 😕,Daughter,4,56.14,1
Feminism destroyed the family.,Feminism,2,37.78,1
