Text,Form,Topic Category,Rank,Type,Theme,Frequency,Mentions,Sense ID
It’s always the ugly girls 🤣,No topics found,,,,,,,
Some of these people are stupid as hell 😭😂especially the girls,people,concept,1,Top>Person,,1,people,0e4a93483a
"What a bunch of dorks, they can't even express a single decent opinion.",opinion,concept,1,Top,,1,opinion,810f81c61e
Looks like woke Brits are as clueless as woke Americans.,American,concept,1,Top>Person,,1,Americans,d38aecc9ab
Looks like woke Brits are as clueless as woke Americans.,American,concept,2,Top>Person,,1,Americans,f1fe83ad00
She did great finding all these rejects and exposing their views to the world 🔥,world,concept,1,Top>Location>AstralBody>Planet,Top>NaturalSciences>Astronomy,1,world,5c053cd39d
"This is shocking.. everyone just sheep.. I like him, he speaks facts",sheep,concept,1,Top>LivingThing>Animal>Vertebrate>Mammal,Top>NaturalSciences>Zoology,1,sheep,898ab7fb89
How can humans be this brain dead?? The interviewer literally destroyed them and proved them wrong,brain,concept,1,Top>LivingThing>BodyPart,Top>LifeSciences>Anatomy,1,brain,c9863985e7
How can humans be this brain dead?? The interviewer literally destroyed them and proved them wrong,interviewer,concept,2,Top>OtherEntity>Vocation,Top>Society>Media,1,interviewer,9541d09b4e
"It's a trend, only beautiful women like Andrew Tate.",Andrew Tate,entity,1,Top>Person>FullName,,1,Andrew Tate,__15876741366987976049
"It's a trend, only beautiful women like Andrew Tate.",woman,concept,1,Top>Person,,1,women,5eb64faa83
She’s amazing,No topics found,,,,,,,
These people's brains look like there about to explode.,brain,concept,1,Top>LivingThing>BodyPart,Top>LifeSciences>Anatomy,1,brains,c9863985e7
Big fan of Layah. Probs to her for doing this.,Layah,entity,1,Top,,1,Layah,__11649134616731465916
Big fan of Layah. Probs to her for doing this.,fan,concept,1,Top>Person,,1,fan,073afdc39c
Big fan of Layah. Probs to her for doing this.,fan,concept,2,Top>Product>Textile>Accessory,Top>Society>Fashion,1,fan,3a98c89e08
Big fan of Layah. Probs to her for doing this.,amateur,concept,3,Top>Person,,1,fan,4558f243d7
Big fan of Layah. Probs to her for doing this.,fan,concept,4,Top>Product>Machine>ElectricalAppliance,,1,fan,cd8d94b6f4
everything andrew had said is true. and tbh it is very easy to lie to a woman. it is easy to get woman to believe in something that isn't true. they're submissive creatures and easier to get them the other side compared to a actual well thinking man.,Andrew,entity,1,Top>Person>FirstName,,1,andrew,e6be23a8aa
everything andrew had said is true. and tbh it is very easy to lie to a woman. it is easy to get woman to believe in something that isn't true. they're submissive creatures and easier to get them the other side compared to a actual well thinking man.,woman,concept,1,Top>Person,,2,"woman, woman",5eb64faa83
That girl is fit,No topics found,,,,,,,
Edits are 🔥,No topics found,,,,,,,
I started watching some of Andrew's stuff because my 18 yr old daughter was telling me what a misogynistic guy he was. i watched some of his videos in full because of this. I thought a lot of his view points were good. I love being married to a strong masculine man who protects our family. I like that Andrew is encouraging the masculine in young men again. we need our strong men to keep our countries strong. I don't listen to him a lot because I'm not his target market not interested in fast cars and hot chicks haha. he's doing a great job,Andrew,entity,1,Top>Person>FirstName,,2,"Andrew, Andrew",e6be23a8aa
I started watching some of Andrew's stuff because my 18 yr old daughter was telling me what a misogynistic guy he was. i watched some of his videos in full because of this. I thought a lot of his view points were good. I love being married to a strong masculine man who protects our family. I like that Andrew is encouraging the masculine in young men again. we need our strong men to keep our countries strong. I don't listen to him a lot because I'm not his target market not interested in fast cars and hot chicks haha. he's doing a great job,man,concept,1,Top>Person,,3,"man, men, men",20a218cbdf
How is that fat whale running away from a knife???????????,whale,concept,1,Top>LivingThing>Animal>Vertebrate>Mammal,Top>NaturalSciences>Zoology,1,whale,faf033c492
How is that fat whale running away from a knife???????????,jogging,concept,2,Top>OtherEntity>Doctrine>Sports,Top>Sport,1,running,4358153c84
How is that fat whale running away from a knife???????????,running,concept,3,Top>OtherEntity>Doctrine>Sports,Top>Sport,1,running,789c12df37
How is that fat whale running away from a knife???????????,knife,concept,4,Top>Product,,1,knife,3e76e84786
always the 10s defending tate,Tate,entity,1,Top>Location>GeoPoliticalEntity,,1,tate,051169f3fc
always the 10s defending tate,Tate Gallery,entity,2,Top>Organization>ArtisticOrganization>Museum,Top>Arts,1,tate,2d2d8072bd
always the 10s defending tate,Tate,entity,3,Top>Person>LastName,,1,tate,66d70cf2fb
"That chick was saying run as fast as you can, she hasn't ran in 15 years 😂.

Tate brothers🫡, mad love and appreciation.",Tate,entity,1,Top>Location>GeoPoliticalEntity,,1,Tate,051169f3fc
"That chick was saying run as fast as you can, she hasn't ran in 15 years 😂.

Tate brothers🫡, mad love and appreciation.",Tate Gallery,entity,2,Top>Organization>ArtisticOrganization>Museum,Top>Arts,1,Tate,2d2d8072bd
"That chick was saying run as fast as you can, she hasn't ran in 15 years 😂.

Tate brothers🫡, mad love and appreciation.",Tate,entity,3,Top>Person>LastName,,1,Tate,66d70cf2fb
"That chick was saying run as fast as you can, she hasn't ran in 15 years 😂.

Tate brothers🫡, mad love and appreciation.",brother,concept,1,Top>Person,,1,brothers,ac9a5a05e2
"That chick was saying run as fast as you can, she hasn't ran in 15 years 😂.

Tate brothers🫡, mad love and appreciation.",love,concept,2,Top>Person,,1,love,4389870a4a
"That chick was saying run as fast as you can, she hasn't ran in 15 years 😂.

Tate brothers🫡, mad love and appreciation.",love,concept,3,Top>Person,,1,love,d6a74cda8b
"That chick was saying run as fast as you can, she hasn't ran in 15 years 😂.

Tate brothers🫡, mad love and appreciation.",15 years,quantity expression,1,,,,15 years,-
"The 350 lbs girl says no man will own her, what man even wants to talk to you in the first place?",man,concept,1,Top>Person,,2,"man, man",20a218cbdf
fat people talking about taking care of themselves is so funny,people,concept,1,Top>Person,,1,people,0e4a93483a
No one wants the first hippo on the left… big bitch,No topics found,,,,,,,
"I hope rumble takes over youtube, it’s already better",YouTube,entity,1,Top>Organization>Company>TechnologyCompany>SoftwareCompany,Top>Technology>Internet,1,youtube,80752dc4c2
"Forgive me god for saying this: ""Of course she doesn't like Andrew Tate.. she's fat af...""",Andrew Tate,entity,1,Top>Person>FullName,,1,Andrew Tate,__15876741366987976049
All these ugly ass women don’t like Tate. Figures.,Tate,entity,1,Top>Location>GeoPoliticalEntity,,1,Tate,051169f3fc
All these ugly ass women don’t like Tate. Figures.,Tate Gallery,entity,2,Top>Organization>ArtisticOrganization>Museum,Top>Arts,1,Tate,2d2d8072bd
All these ugly ass women don’t like Tate. Figures.,Tate,entity,3,Top>Person>LastName,,1,Tate,66d70cf2fb
All these ugly ass women don’t like Tate. Figures.,ass,concept,1,Top>LivingThing>BodyPart,Top>LifeSciences>Anatomy,1,ass,40e4e51b12
All these ugly ass women don’t like Tate. Figures.,donkey,concept,2,Top>LivingThing>Animal>Vertebrate>Mammal,Top>NaturalSciences>Zoology,1,ass,c6c7c90550
All these ugly ass women don’t like Tate. Figures.,woman,concept,3,Top>Person,,1,women,5eb64faa83
All these ugly ass women don’t like Tate. Figures.,figure,concept,4,Top,Top>BasicSciences>Mathematics,1,Figures,7ff97bff34
All these ugly ass women don’t like Tate. Figures.,figure,concept,5,Top>Person,,1,Figures,890f20bf2c
“I can take care of myself thank you very much” Except for your body you fat bitch,body,concept,1,Top,Top>LifeSciences>Anatomy,1,body,b09f3b72bb
“I can take care of myself thank you very much” Except for your body you fat bitch,fat,concept,2,Top>Person,,1,fat,adf9a294e8
That fat thing at the start will never find anyone of any kind of respect,start,concept,1,Top>Process,,1,start,d3125963b9
That fat thing at the start will never find anyone of any kind of respect,respect,concept,2,Top,,1,respect,bd63c2898c
I mean just look at that fat 300lb silverback gorilla feminist 😂 clearly can’t take care of herself,fat,concept,1,Top>Person,,1,fat,adf9a294e8
I mean just look at that fat 300lb silverback gorilla feminist 😂 clearly can’t take care of herself,300lb,other expression,1,,,,300lb,-
"That don't like him because that is what they were told to do. Just like the Germans disliked Jews in the 30s, they were told Jews were bad so that is what they thought.",jew,concept,1,Top,,2,"Jews, Jews",b2ca92b448
"Bruh that fat bitch is so angry, she's probably hungry for some Kfc",Bruh,entity,1,Top,,1,Bruh,__14865955531187830051
"The fatty who ""can take care of herself"" is what's wrong with society... She needs to take care a gym membership 😂",fatty,concept,1,Top,Top>LifeSciences>Anatomy,1,fatty,e2f878a86e
"The fatty who ""can take care of herself"" is what's wrong with society... She needs to take care a gym membership 😂",society,concept,2,Top,Top>Society,1,society,578b3d3c5b
"The fatty who ""can take care of herself"" is what's wrong with society... She needs to take care a gym membership 😂",society,concept,3,Top,Top>SocialSciences>Sociology,1,society,578b3d3c5b
I'm gay and the gay people in these videos are fags,people,concept,1,Top>Person,,1,people,0e4a93483a
I'm gay and the gay people in these videos are fags,video,concept,2,Top>Product>CulturalProduct,Top>Technology>Audiovisual,1,videos,828aabda8c
Interesting twist with a woman asking the questions 🙃,woman,concept,1,Top>Person,,1,woman,5eb64faa83
Interesting twist with a woman asking the questions 🙃,question,concept,2,Top,Top>Humanities>Linguistics,1,questions,1b19e12452
I used to be a dumb ass like those girls and then I realized how my mom was treated. Never worked and took care of the house. Satisfied my dad. I don’t know where I got these ideas of feminism but I guess it was my generation. I started listening to Andrew Tate and my relationship improve. I stay home cook clean service my man and he provides and protects. What a big lie feminism is. I’m more than happy￼ and so is my man. Our relationship has never been better and I will show my future son Andrew Tate,Andrew Tate,entity,1,Top>Person>FullName,,2,"Andrew Tate, Andrew Tate",__15876741366987976049
I used to be a dumb ass like those girls and then I realized how my mom was treated. Never worked and took care of the house. Satisfied my dad. I don’t know where I got these ideas of feminism but I guess it was my generation. I started listening to Andrew Tate and my relationship improve. I stay home cook clean service my man and he provides and protects. What a big lie feminism is. I’m more than happy￼ and so is my man. Our relationship has never been better and I will show my future son Andrew Tate,home,concept,1,Top>Location>Facility,,2,"house, home",144b5c0ed4
I used to be a dumb ass like those girls and then I realized how my mom was treated. Never worked and took care of the house. Satisfied my dad. I don’t know where I got these ideas of feminism but I guess it was my generation. I started listening to Andrew Tate and my relationship improve. I stay home cook clean service my man and he provides and protects. What a big lie feminism is. I’m more than happy￼ and so is my man. Our relationship has never been better and I will show my future son Andrew Tate,feminism,concept,2,Top>OtherEntity>Doctrine,Top>SocialSciences>Sociology,2,"feminism, feminism",b28a67c673
I used to be a dumb ass like those girls and then I realized how my mom was treated. Never worked and took care of the house. Satisfied my dad. I don’t know where I got these ideas of feminism but I guess it was my generation. I started listening to Andrew Tate and my relationship improve. I stay home cook clean service my man and he provides and protects. What a big lie feminism is. I’m more than happy￼ and so is my man. Our relationship has never been better and I will show my future son Andrew Tate,man,concept,3,Top>Person,,2,"man, man",20a218cbdf
Have you noticed it’s all the weird fat looking ones that hate Tate. 🤣🤣🤣🤣🤣,Tate,entity,1,Top>Location>GeoPoliticalEntity,,1,Tate,051169f3fc
Have you noticed it’s all the weird fat looking ones that hate Tate. 🤣🤣🤣🤣🤣,Tate Gallery,entity,2,Top>Organization>ArtisticOrganization>Museum,Top>Arts,1,Tate,2d2d8072bd
Have you noticed it’s all the weird fat looking ones that hate Tate. 🤣🤣🤣🤣🤣,Tate,entity,3,Top>Person>LastName,,1,Tate,66d70cf2fb
Have you noticed it’s all the weird fat looking ones that hate Tate. 🤣🤣🤣🤣🤣,fat,concept,1,Top>Person,,1,fat,adf9a294e8
"This obese lady said if someone pull's a knife on her, she's going to run.. Good luck with that",lady,concept,1,Top>Person,,1,lady,3e8f3ff1de
"This obese lady said if someone pull's a knife on her, she's going to run.. Good luck with that",knife,concept,2,Top>Product,,1,knife,3e76e84786
Did the fat girl say she could run 💀,No topics found,,,,,,,
Twitter people,Twitter,entity,1,Top>Organization>Company>TechnologyCompany>SoftwareCompany,Top>Technology>Internet,1,Twitter,0db1b25b2b
Twitter people,people,concept,1,Top>Person,,1,people,0e4a93483a
"If they've got coloured hair, run.",No topics found,,,,,,,
“I can take care of my self” - morbidly obese girl,No topics found,,,,,,,
I don’t think that fat girl cal take care of herself😂😂,Cal,entity,1,Top>Person>LastName,,1,cal,df1e5a04d3
"It's always the rainbow hair, fat pig, 5 inch eye lashes and soft boy trying so hard to be sjw hahahaa, you can tell just by their looks. they have the same patent.",SJW Corporation,entity,1,Top>Organization>Company>UtilitiesCompany,,1,sjw,fc0e41f0fb
"It's always the rainbow hair, fat pig, 5 inch eye lashes and soft boy trying so hard to be sjw hahahaa, you can tell just by their looks. they have the same patent.",fat,concept,1,Top>Person,,1,fat,adf9a294e8
"It's always the rainbow hair, fat pig, 5 inch eye lashes and soft boy trying so hard to be sjw hahahaa, you can tell just by their looks. they have the same patent.",pig,concept,2,Top>LivingThing>Animal>Vertebrate>Mammal,Top>NaturalSciences>Zoology,1,pig,378274aeb2
"It's always the rainbow hair, fat pig, 5 inch eye lashes and soft boy trying so hard to be sjw hahahaa, you can tell just by their looks. they have the same patent.",inch,concept,3,Top>Unit>PhysicalExtentUnit,,1,inch,1e45b23935
"It's always the rainbow hair, fat pig, 5 inch eye lashes and soft boy trying so hard to be sjw hahahaa, you can tell just by their looks. they have the same patent.",boy,concept,4,Top>Person,,1,boy,498e19c6d9
"It's always the rainbow hair, fat pig, 5 inch eye lashes and soft boy trying so hard to be sjw hahahaa, you can tell just by their looks. they have the same patent.",patent,concept,5,Top,,1,patent,9bc265d1b5
"fat chick, Oh let me google my reasons for why I hate the tate so I can confirm my bias via posted crap from The Guardian who does my thinking for me.",Tate Gallery,entity,1,Top>Organization>ArtisticOrganization>Museum,Top>Arts,1,tate,2d2d8072bd
"fat chick, Oh let me google my reasons for why I hate the tate so I can confirm my bias via posted crap from The Guardian who does my thinking for me.",The Guardian,entity,2,Top>Product>CulturalProduct>Printing>Newspaper,,1,The Guardian,c6d67bf7bb
"fat chick, Oh let me google my reasons for why I hate the tate so I can confirm my bias via posted crap from The Guardian who does my thinking for me.",bias,concept,1,Top,Top>Society>Fashion,1,bias,837620df65
“I’m not anyone’s property.” Honey I don’t think anyone wants to own that property 🤣,building,concept,1,Top>Location>Facility,,2,"property, property",b56ade78ab
“I’m not anyone’s property.” Honey I don’t think anyone wants to own that property 🤣,property,concept,2,Top,,2,"property, property",d6c5bc76f3
"I am a woman, a wife and a mother of two boys and I am happy our boys listen to him. I follow him too.",boy,concept,1,Top>Person,,2,"boys, boys",498e19c6d9
"I am a woman, a wife and a mother of two boys and I am happy our boys listen to him. I follow him too.",two boys,quantity expression,1,,,,two boys,-
fat girl sad she would run as fast as she can.,No topics found,,,,,,,
"All I hear in my head is Sneako screaming “BOT!”
",Sneako,entity,1,Top,,1,Sneako,__6843211840824420115
"All I hear in my head is Sneako screaming “BOT!”
",head,concept,1,Top>LivingThing>BodyPart,Top>LifeSciences>Anatomy,1,head,69a56d2fd3
"All I hear in my head is Sneako screaming “BOT!”
",head,concept,2,Top>OtherEntity>Title,,1,head,f9d40fec9a
Fat girl wanna run as fast as she can😆😆 good luvk with that😆😂🤪,No topics found,,,,,,,
The fat woman is the world's biggest bullshitter 😂,woman,concept,1,Top>Person,,1,woman,5eb64faa83
The fat woman is the world's biggest bullshitter 😂,world,concept,2,Top>Location>AstralBody>Planet,Top>NaturalSciences>Astronomy,1,world,5c053cd39d
NPC's everywhere! I can feel my IQ dropping just watching them...damn,NPC,entity,1,Top,,1,NPC,__3976786853699419488
"If they don't strip naked, I don't care.",No topics found,,,,,,,
"Well at least the Italian govt isn't arresting their protest leaders and freezing all bank accounts associated with their fundraising efforts, like Canada did to their protesting truckers in Ottawa.",Canada,entity,1,Top>Location>GeoPoliticalEntity>Country,,1,Canada,9043949bfa
"Well at least the Italian govt isn't arresting their protest leaders and freezing all bank accounts associated with their fundraising efforts, like Canada did to their protesting truckers in Ottawa.",Ottawa,entity,2,Top>Location>GeoPoliticalEntity>City,,1,Ottawa,bf8be1c2e3
"Well at least the Italian govt isn't arresting their protest leaders and freezing all bank accounts associated with their fundraising efforts, like Canada did to their protesting truckers in Ottawa.",bank account,concept,1,Top,Top>SocialSciences>Economy,1,bank accounts,fef0323d8f
"I bet if Soros was taken out, most of this stupid nonsense would stop",Soros,entity,1,Top>Person>LastName,,1,Soros,de7aba29c6
"Just one of the many distractions from what is really happening in Europe. It's falling apart, attacked ruthlessly by the US and blamed on Russia. You just can't write this stuff.",Europe,entity,1,Top>Location>GeoPoliticalEntity>Continent,,1,Europe,0404ea4d6c
"Just one of the many distractions from what is really happening in Europe. It's falling apart, attacked ruthlessly by the US and blamed on Russia. You just can't write this stuff.",Russia,entity,2,Top>Location>GeoPoliticalEntity>Country,,1,Russia,d2aceb9067
They take themselves seriously?,No topics found,,,,,,,
maybe instead of dressing like dolls/psuedo-nude they should dress like ladies,lady,concept,1,Top>Person,,1,ladies,3e8f3ff1de
This is one of many us/Israeli sponsored debauchery shit shows to foment unrest.,Israeli,concept,1,Top>Person,,1,Israeli,1f9679b35e
This is one of many us/Israeli sponsored debauchery shit shows to foment unrest.,Israelite,concept,2,Top>Person,,1,Israeli,e4428ed2ed
"""gender violence""? wtf are they talking about; to their credit they're not butt naked with 10 lbs. of body hair hanging off of em; the woke mind virus infecting western countries all over the world",202 - Engine internal error,,,,,,,
Lol what is gender violence anyway. I suppose it's a good distraction from the real problems going on in Europe.,202 - Engine internal error,,,,,,,
bunch of crazys,202 - Engine internal error,,,,,,,
The million dollar question is why are women attracted to the bad boys? Women need to be more honest with themselves.,202 - Engine internal error,,,,,,,
Those are some fine daughters they've been raising in Europe. 😕,202 - Engine internal error,,,,,,,
Feminism destroyed the family.,202 - Engine internal error,,,,,,,
"stop violence against women? thats possible in their brains? lol ok well stop violence against men too, thanks. hopefully your utopia is only a couple more protests away.
mine is when Jesus comes back",202 - Engine internal error,,,,,,,
"They look possessed by Satan. They're protesting their own kind beating them?. Such hypocrisy on the left wing nutjobs. It's not conservatives beating you up, we just wanna work and enjoy life. These mentally challenged individuals are under CIA Mind Control.",202 - Engine internal error,,,,,,,
"How stupid!!! It amazes me how foolish women still are, I just can't get over it, we're going backwards.....",202 - Engine internal error,,,,,,,
It looks like that show naked and afraid😂,202 - Engine internal error,,,,,,,
lol wtf,202 - Engine internal error,,,,,,,
People of the world who haven't lost their minds we're going to have to make a new country for ourselves and leave this insanity to consume itself,202 - Engine internal error,,,,,,,
Fighting the Patriarchy one hairy armpit at a time,202 - Engine internal error,,,,,,,
Is this a Broadway audition?,202 - Engine internal error,,,,,,,
Someone ought to spank those girls.,No topics found,,,,,,,
"where is the violence against women in Rome coming from ??? that would be a good precursor to this video , theres nothing like knowing whats going on here RT",Rome,entity,1,Top>Location>GeoPoliticalEntity>City,,1,Rome,9a9f095b39
"where is the violence against women in Rome coming from ??? that would be a good precursor to this video , theres nothing like knowing whats going on here RT",violence,concept,1,Top>OtherEntity>Offence,,1,violence,cc27dae29f
"where is the violence against women in Rome coming from ??? that would be a good precursor to this video , theres nothing like knowing whats going on here RT",woman,concept,2,Top>Person,,1,women,5eb64faa83
"where is the violence against women in Rome coming from ??? that would be a good precursor to this video , theres nothing like knowing whats going on here RT",video,concept,3,Top>Product>CulturalProduct,Top>Technology>Audiovisual,1,video,828aabda8c
"where is the violence against women in Rome coming from ??? that would be a good precursor to this video , theres nothing like knowing whats going on here RT",RT,concept,4,Top,Top>Technology>Internet,1,RT,b0f0b8ee53
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",Love,entity,1,Top>Person>LastName,,1,Love,063442a236
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",United Society,entity,2,Top>Organization,,1,United Society,__18423467186389514842
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",mob,concept,1,Top,,1,Mob,3028e4d7c7
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",violence,concept,2,Top>OtherEntity>Offence,,1,violence,cc27dae29f
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",victim,concept,3,Top>Person,,1,victims,258214e1e7
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",division,concept,4,Top,Top>BasicSciences>Mathematics,1,division,12c85b587e
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",division,concept,5,Top>Organization,Top>Sport,1,division,6ba724202e
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",hatred,concept,6,Top>Process,,1,hatred,22276fc267
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",aggression,concept,7,Top,Top>SocialSciences>Law,1,Aggression,8d6f91176e
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",kind,concept,8,Top>Organization,,1,kind,163dc9b543
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",kind,concept,9,Top>OtherEntity>Class,,1,kind,3b2aa2cb98
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",society,concept,10,Top,Top>Society,1,society,578b3d3c5b
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",society,concept,11,Top,Top>SocialSciences>Sociology,1,society,578b3d3c5b
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",woman,concept,12,Top>Person,,1,women,5eb64faa83
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",fertility,concept,13,Top,,1,fertility,377411bb1e
Once again another group of psychopath liberals that have lost their mind,group,concept,1,Top>Organization,,1,group,2d2ce0cce8
shoot every feminist in the vagina,No topics found,,,,,,,
round them up and send them to Pakistan...,Pakistan,entity,1,Top>Location>GeoPoliticalEntity>Country,,1,Pakistan,3e185eb422
what bored zionist is funding this colourless revolution,Zionist,concept,1,Top>Person,,1,zionist,99c40f895a
what bored zionist is funding this colourless revolution,revolution,concept,2,Top>Event,,1,revolution,8ec5b56d2d
"I like naked women protest, ... keep it going!!",woman,concept,1,Top>Person,,1,women,5eb64faa83
Are these the same ones that protect Muslim extremist?,Muslim,concept,1,Top>Person,Top>Society>Religion,1,Muslim,3dc4e96435
Are these the same ones that protect Muslim extremist?,extremist,concept,2,Top>Person,Top>Society>Politics,1,extremist,78a483357d
"This is beyond ridicules. US western campaigns at tax payers expense. This is only about distraction and chaos and creating color revolutions, nothing to see here.",western,concept,1,Top>Person,,1,western,c583f74852
"This is beyond ridicules. US western campaigns at tax payers expense. This is only about distraction and chaos and creating color revolutions, nothing to see here.",tax,concept,2,Top,Top>SocialSciences>Economy,1,tax,4666064910
"This is beyond ridicules. US western campaigns at tax payers expense. This is only about distraction and chaos and creating color revolutions, nothing to see here.",payer,concept,3,Top>Person,,1,payers,ec510f160f
"This is beyond ridicules. US western campaigns at tax payers expense. This is only about distraction and chaos and creating color revolutions, nothing to see here.",revolution,concept,4,Top>Event,,1,revolutions,8ec5b56d2d
"pack them up, and send them to Saudi Arabia",Saudi Arabia,entity,1,Top>Location>GeoPoliticalEntity>Country,,1,Saudi Arabia,538885e46e
Makes someone wanna be a sexist ya know?,No topics found,,,,,,,
"All Im getting from their protests is ""women are sex toys, here let us show you how sexy we are"". and I disagree with that, but that looks like the message theyre trying to get across.",woman,concept,1,Top>Person,,1,women,5eb64faa83
"All Im getting from their protests is ""women are sex toys, here let us show you how sexy we are"". and I disagree with that, but that looks like the message theyre trying to get across.",sex,concept,2,Top,,1,sex,2b6fb2a4d4
"All Im getting from their protests is ""women are sex toys, here let us show you how sexy we are"". and I disagree with that, but that looks like the message theyre trying to get across.",toy,concept,3,Top>Product>Toy,,1,toys,24d4751a59
Same Soros funded useless idiots who want more 80IQ muslim men around their vulnerable little girls and boys and grannies.,Soros,entity,1,Top>Person>LastName,,1,Soros,de7aba29c6
Same Soros funded useless idiots who want more 80IQ muslim men around their vulnerable little girls and boys and grannies.,Muslim,concept,1,Top>Person,Top>Society>Religion,1,muslim,3dc4e96435
Same Soros funded useless idiots who want more 80IQ muslim men around their vulnerable little girls and boys and grannies.,man,concept,2,Top>Person,,1,men,20a218cbdf
Same Soros funded useless idiots who want more 80IQ muslim men around their vulnerable little girls and boys and grannies.,boy,concept,3,Top>Person,,1,boys,498e19c6d9
Same Soros funded useless idiots who want more 80IQ muslim men around their vulnerable little girls and boys and grannies.,80IQ,other expression,1,,,,80IQ,-
LOLOL these comments are epic,LOLOL,entity,1,Top,,1,LOLOL,__9795163572860244731
LOLOL these comments are epic,comment,concept,1,Top>Process,,1,comments,9c8254a5a8
Do they realise they looklike a group of monkeys ????,group,concept,1,Top>Organization,,1,group,2d2ce0cce8
if only they had a father to smack em right,father,concept,1,Top>Person,,1,father,ffda6eca1c
"If you need to get naked to make a point and send a message out, you are doing it all wrong",No topics found,,,,,,,
What do you tell a woman with two black eyes? NOTHING ....you've told her twice already!,woman,concept,1,Top>Person,,1,woman,5eb64faa83
What do you tell a woman with two black eyes? NOTHING ....you've told her twice already!,black,concept,2,Top>OtherEntity>Color,,1,black,2408c36eb8
What do you tell a woman with two black eyes? NOTHING ....you've told her twice already!,two black eyes,quantity expression,1,,,,two black eyes,-
"Angry Mob against violence sure, I doubt this bunch are victims of anything other than the propaganda of division and hatred. Aggression of any kind is unacceptable in a civilized society and it's only with Love, Light and Truth that a United Society can overcome the obstacles of EVIL. I will note though, Semi naked women dancing around is more of a fertility ritual than a protest.",Love,entity,1,Top>Person>LastName,,1,Love,063442a236
